,startdate,adjusted_approve,adjusted_disapprove
405,2018-03-01,40.74037727272727,53.687446363636354
406,2018-03-02,40.113034999999996,53.914411666666666
407,2018-03-03,40.667680000000004,53.258534
408,2018-03-04,41.015863,53.34253
409,2018-03-05,40.92743357142857,52.248386428571436
410,2018-03-06,40.111871428571426,53.788715714285715
411,2018-03-07,39.96277285714286,53.2634057142857
412,2018-03-08,41.37453000000001,53.51677166666666
413,2018-03-09,40.893637999999996,52.587152
414,2018-03-10,40.315042500000004,54.60580124999999
415,2018-03-11,39.836831999999994,54.854290000000006
416,2018-03-12,40.27413142857143,54.65685714285714
417,2018-03-13,40.23683200000001,54.27428999999999
418,2018-03-14,41.65683555555555,54.073302222222225
419,2018-03-15,41.265935,52.824115833333316
420,2018-03-16,42.02768,52.01853200000001
421,2018-03-17,40.01373777777778,53.36102
422,2018-03-18,40.227610000000006,54.07505
423,2018-03-19,40.541833000000004,53.57022300000001
424,2018-03-20,39.916832,54.694292
425,2018-03-21,39.94671,54.82276
426,2018-03-22,40.688813999999994,54.550622
427,2018-03-23,39.933637999999995,53.967150000000004
428,2018-03-24,40.57825666666667,54.583706666666664
429,2018-03-25,40.71514333333334,53.21692916666667
430,2018-03-26,40.578022857142855,54.23233857142857
431,2018-03-27,40.74384285714286,54.53172
432,2018-03-28,41.636832,53.334292000000005
433,2018-03-29,40.73128636363637,53.79653727272727
434,2018-03-30,39.44492333333333,54.15037333333333
435,2018-03-31,37.711589999999994,56.01703666666666
436,2018-04-01,40.404734999999995,53.615902500000004
437,2018-04-02,39.40769636363636,53.51574272727273
438,2018-04-03,39.82769428571429,55.25795285714286
439,2018-04-04,39.416832,55.77428999999999
440,2018-04-05,41.231248461538456,53.27817076923077
441,2018-04-06,40.447682,53.698532
442,2018-04-07,40.378256666666665,54.483706666666656
443,2018-04-08,41.03981461538461,53.88654307692308
444,2018-04-09,41.66228583333333,52.96612916666666
445,2018-04-10,41.422946249999995,53.65946125000001
446,2018-04-11,42.645921428571434,53.093610000000005
447,2018-04-12,40.83128727272728,54.314719999999994
448,2018-04-13,39.419354,56.181205999999996
449,2018-04-14,38.61159,56.15037
450,2018-04-15,40.96723624999999,53.89090375
451,2018-04-16,40.10270285714285,54.22828428571428
452,2018-04-17,41.52303083333334,52.807770833333336
453,2018-04-18,40.70251142857143,53.17944142857143
454,2018-04-19,41.95861166666667,52.59929916666667
455,2018-04-20,40.04970142857143,53.77212857142858
456,2018-04-21,39.978256666666674,54.61703666666667
457,2018-04-22,40.74157,53.36675666666667
458,2018-04-23,41.659845714285716,52.88542714285715
459,2018-04-24,42.076832,52.714291999999986
460,2018-04-25,40.98974307692307,52.44090307692307
461,2018-04-26,41.60707842105263,52.43345052631579
462,2018-04-27,44.465185999999996,50.542837999999996
463,2018-04-28,45.345186,50.002835999999995
464,2018-04-29,43.422904,50.869029
465,2018-04-30,44.201119999999996,50.94011888888889
466,2018-05-01,44.427040999999996,50.594543
467,2018-05-02,42.76035999999999,50.861255
468,2018-05-03,42.554525625000004,52.304990624999995
469,2018-05-04,43.145188,52.542836
470,2018-05-05,44.14492333333334,52.650373333333334
471,2018-05-06,42.09335,52.029446666666665
472,2018-05-07,42.52809363636363,51.8555118181818
473,2018-05-08,43.15361714285714,51.47636
474,2018-05-09,42.66790428571428,52.26207571428572
475,2018-05-10,42.85795066666667,52.07080866666666
476,2018-05-11,42.44794714285714,52.00691428571428
477,2018-05-12,42.985186,53.342836
478,2018-05-13,42.479735,52.1034025
479,2018-05-14,43.18341538461538,52.40352153846155
480,2018-05-15,43.09647571428571,52.50493285714286
481,2018-05-16,43.11837555555556,52.04877333333333
482,2018-05-17,42.125096875000004,52.960068125
483,2018-05-18,42.237543333333335,53.280134444444435
484,2018-05-19,43.38518799999999,52.262838
485,2018-05-20,42.317235,52.27840375
486,2018-05-21,41.93934727272727,53.0192409090909
487,2018-05-22,42.57602363636364,51.68536363636363
488,2018-05-23,41.86425461538462,52.84807538461538
489,2018-05-24,41.537041,52.684543
490,2018-05-25,41.40470333333334,53.418611111111105
491,2018-05-26,39.925186,53.822838000000004
492,2018-05-27,41.642904,52.24902999999999
493,2018-05-28,41.46778666666666,52.95122888888889
494,2018-05-29,40.66489,52.74247333333333
495,2018-05-30,41.353617142857146,52.99064714285714
496,2018-05-31,41.58259666666666,52.444435999999996
497,2018-06-01,41.720598181818175,53.205322727272716
498,2018-06-02,39.54492666666667,54.750370000000004
499,2018-06-03,41.288938333333334,53.12613083333332
500,2018-06-04,41.34945846153846,52.94982846153846
501,2018-06-05,41.37006333333333,52.76743444444444
502,2018-06-06,41.02504571428572,53.64779
503,2018-06-07,42.152701666666665,52.60836249999999
504,2018-06-08,40.36562142857144,53.07126
505,2018-06-09,41.35369857142856,52.99518428571428
506,2018-06-10,42.702904000000004,51.91903
507,2018-06-11,43.965417272727265,50.59757272727273
508,2018-06-12,43.349318571428576,50.32564357142858
509,2018-06-13,42.07658153846153,52.2675046153846
510,2018-06-14,42.15495299999999,52.00833250000001
511,2018-06-15,42.411108,52.132953
512,2018-06-16,42.39396857142857,50.221958571428566
513,2018-06-17,41.804494,51.85336600000001
514,2018-06-18,41.15465818181818,53.902193636363634
515,2018-06-19,42.31238818181818,52.32172727272727
516,2018-06-20,40.33933142857143,52.862075714285716
517,2018-06-21,42.21492416666667,52.32443166666666
518,2018-06-22,40.77385375,52.3992175
519,2018-06-23,43.505188,51.282835999999996
520,2018-06-24,40.454315,54.19507333333333
521,2018-06-25,40.65667555555555,53.206784444444445
522,2018-06-26,42.179735,52.46590375
523,2018-06-27,42.70673214285715,52.34777285714285
524,2018-06-28,42.322995333333324,52.25634333333333
525,2018-06-29,41.36474833333333,52.617815
526,2018-06-30,43.031415,52.11781333333334
527,2018-07-01,42.21875153846155,52.593446923076925
528,2018-07-02,42.01093,52.88205625
529,2018-07-03,42.52973625,52.978403750000005
530,2018-07-04,40.556832,54.834292000000005
531,2018-07-05,41.92635923076922,53.62094999999999
532,2018-07-06,41.73254111111111,53.566452222222225
533,2018-07-07,40.381415,54.51781333333333
534,2018-07-08,40.89923636363636,52.23481727272727
535,2018-07-09,42.10784285714285,52.30904285714285
536,2018-07-10,40.54223499999999,53.90340375
537,2018-07-11,39.779734999999995,54.51590375
538,2018-07-12,41.984815454545455,53.09437545454545
539,2018-07-13,41.50593333333333,52.92071555555555
540,2018-07-14,41.59482111111111,53.309603333333335
541,2018-07-15,41.939720769230775,52.519412307692306
542,2018-07-16,41.585354705882345,52.422467058823536
543,2018-07-17,40.03354076923077,54.07411153846153
544,2018-07-18,41.9145775,53.18778416666667
545,2018-07-19,40.876442857142855,53.42004095238095
546,2018-07-20,42.281414999999996,52.48448
547,2018-07-21,42.75140375000001,51.76968375
548,2018-07-22,41.84469090909091,52.653
549,2018-07-23,42.30400083333333,52.69074416666666
550,2018-07-24,41.946062000000005,52.297781
551,2018-07-25,42.802997272727275,52.33073999999999
552,2018-07-26,42.08166000000001,52.322839374999994
553,2018-07-27,40.731415,53.65114833333333
554,2018-07-28,41.848081666666666,52.117815
555,2018-07-29,41.699236363636366,53.08027272727272
556,2018-07-30,42.23046333333333,52.89670888888889
557,2018-07-31,42.079736249999996,52.39090375
558,2018-08-01,41.36921384615385,51.835673846153846
559,2018-08-02,41.73364466666666,52.775150000000004
560,2018-08-03,43.37640375,51.04468375
561,2018-08-04,41.248083333333334,52.95114833333333
562,2018-08-05,41.944690909090916,52.098454545454544
563,2018-08-06,41.82881076923076,52.66425230769231
564,2018-08-07,41.66960375,52.941485
565,2018-08-08,42.64740749999999,51.435295
566,2018-08-09,42.7100611111111,52.135816111111104
567,2018-08-10,43.110893636363635,51.41705999999999
568,2018-08-11,43.214748333333326,52.43448166666666
569,2018-08-12,43.11741818181818,52.08936363636363
570,2018-08-13,43.537264,51.175376
571,2018-08-14,43.167235000000005,52.02840375
572,2018-08-15,41.71974428571429,53.048107142857134
573,2018-08-16,41.328818000000005,53.725124666666666
574,2018-08-17,40.43079222222222,54.23676333333333
575,2018-08-18,41.83915875,53.27203125
576,2018-08-19,42.49017066666667,52.63712333333333
577,2018-08-20,41.682948333333336,52.858695000000004
578,2018-08-21,39.74223625,54.790903750000005
579,2018-08-22,41.34616210526316,53.69000947368421
580,2018-08-23,40.00856684210527,54.760372631578946
581,2018-08-24,41.1923075,53.294875
582,2018-08-25,41.364749999999994,53.50114833333333
583,2018-08-26,40.58526846153846,54.06431615384615
584,2018-08-27,42.35761058823529,53.14076588235293
585,2018-08-28,42.484228461538464,52.507157692307686
586,2018-08-29,40.053648,53.71415133333333
587,2018-08-30,40.473626875,53.337572499999986
588,2018-08-31,41.61390375,53.55718375
589,2018-09-01,40.91475,54.10114833333333
590,2018-09-02,40.59014545454546,54.016636363636366
591,2018-09-03,41.18929833333333,52.92527666666666
592,2018-09-04,42.14606199999999,53.06778099999999
593,2018-09-05,40.890130000000006,53.58603625
594,2018-09-06,39.681538,54.853080999999996
595,2018-09-07,41.098081666666666,53.45114833333333
596,2018-09-08,41.36474833333333,54.23448
597,2018-09-09,41.268228,53.772196666666666
598,2018-09-10,40.847264,53.755376999999996
599,2018-09-11,42.217235,52.39090375
600,2018-09-12,41.86663363636364,53.012557272727264
601,2018-09-13,42.384126,52.633728
602,2018-09-14,41.538023333333335,53.584740000000004
603,2018-09-15,43.49808166666666,51.73448166666666
604,2018-09-16,43.039843529411776,52.401541764705875
605,2018-09-17,41.5638888888889,53.53777444444445
606,2018-09-18,42.32359916666667,52.19200416666666
607,2018-09-19,42.394739,52.363946
608,2018-09-20,40.79049,53.00436249999999
609,2018-09-21,41.848081666666666,52.217814999999995
610,2018-09-22,41.59865555555556,52.25679111111111
611,2018-09-23,41.86264153846154,53.05642846153846
612,2018-09-24,41.660657500000006,53.41884583333333
613,2018-09-25,41.596832,52.55429200000001
614,2018-09-26,42.7164876923077,52.410274615384616
615,2018-09-27,41.96442588235294,51.95761941176471
616,2018-09-28,42.24371692307693,52.71717615384615
617,2018-09-29,40.295749,54.460967
618,2018-09-30,40.517418181818186,53.71663545454545
619,2018-10-01,42.53053368421053,52.62715631578948
620,2018-10-02,42.704735,51.7284025
621,2018-10-03,42.61208818181819,51.54892090909091
622,2018-10-04,42.433165555555554,51.72803722222222
623,2018-10-05,41.46474833333333,53.93448166666667
624,2018-10-06,42.581415,53.48448
625,2018-10-07,41.57842266666667,53.25256533333334
626,2018-10-08,43.16311538461538,51.73939
627,2018-10-09,43.129735000000004,51.70340375000001
628,2018-10-10,41.75205909090909,52.19803181818181
629,2018-10-11,42.864274444444455,51.34051888888888
630,2018-10-12,41.98246777777778,53.718072222222226
631,2018-10-13,42.12833875,53.44126875
632,2018-10-14,42.62906111111112,51.837719444444446
633,2018-10-15,43.250548333333334,51.765908333333336
634,2018-10-16,43.046062,52.317781000000004
635,2018-10-17,43.070909411764696,52.02259823529412
636,2018-10-18,42.582032941176465,52.77877764705882
637,2018-10-19,43.58706444444445,51.11308888888889
638,2018-10-20,42.981415,52.417815
639,2018-10-21,42.590016111111105,52.87697
640,2018-10-22,42.577265,51.755376999999996
641,2018-10-23,42.49223625,53.290903750000005
642,2018-10-24,42.37240625,52.235296250000005
643,2018-10-25,41.995366499999996,53.1374335
644,2018-10-26,42.62640375,52.5071825
645,2018-10-27,42.931414999999994,52.40114666666667
646,2018-10-28,42.294609375,53.183612499999995
647,2018-10-29,42.60157692307693,52.20862153846154
648,2018-10-30,43.739599999999996,51.26414055555555
649,2018-10-31,43.879735,50.55340375
650,2018-11-01,42.516106111111114,52.54636277777777
651,2018-11-02,43.779354,51.501206
652,2018-11-03,42.79357888888889,53.35140555555555
653,2018-11-04,42.75489533333334,51.792197333333334
654,2018-11-05,42.199594285714284,52.83956499999999
655,2018-11-06,43.276751538461546,52.04205
656,2018-11-07,42.8180355,52.7171955
657,2018-11-08,43.042809999999996,52.98474050000001
658,2018-11-09,42.872367272727274,51.70436090909091
659,2018-11-10,42.531414999999996,53.08447999999999
